customer_id,age,tenure_months,monthly_charges,total_charges,support_calls,contract_type,payment_method,internet_service,churn
CUST_006013,47,4,75.83,416.02,0,Two year,Credit card,No,0
CUST_006014,61,30,74.57,2276.42,0,Month-to-month,Mailed check,DSL,0
CUST_006015,52,23,73.06,1782.07,0,Month-to-month,Bank transfer,DSL,1
CUST_006016,32,2,85.33,0.0,2,Month-to-month,Bank transfer,DSL,0
CUST_006017,77,2,87.21,151.36,1,One year,Bank transfer,DSL,0
CUST_006018,47,2,36.43,0.0,0,Two year,Credit card,DSL,0
CUST_006019,42,30,84.96,2374.15,1,Month-to-month,Electronic check,DSL,1
CUST_006020,59,3,100.55,247.04,0,One year,Bank transfer,Fiber optic,0
CUST_006021,48,15,71.83,1010.89,3,Two year,Bank transfer,Fiber optic,0
CUST_006022,50,10,41.58,419.95,1,One year,Mailed check,DSL,0
CUST_006023,80,19,60.82,1153.55,1,Month-to-month,Mailed check,No,1
CUST_006024,40,29,55.74,1629.77,4,One year,Electronic check,Fiber optic,1
CUST_006025,40,27,46.08,1261.68,2,Month-to-month,Mailed check,No,1
CUST_006026,46,17,66.26,1159.68,4,One year,Mailed check,No,0
CUST_006027,61,14,81.09,1039.41,2,Month-to-month,Credit card,DSL,0
CUST_006028,22,12,33.28,326.82,2,Month-to-month,Mailed check,Fiber optic,0
CUST_006029,18,47,103.88,4878.78,2,Month-to-month,Electronic check,No,0
CUST_006030,36,9,123.8,1112.09,1,Month-to-month,Electronic check,No,1
CUST_006031,20,7,119.91,731.19,4,Two year,Bank transfer,Fiber optic,0
CUST_006032,38,32,118.92,3913.51,0,Month-to-month,Bank transfer,No,0
CUST_006033,52,10,51.63,588.82,1,Two year,Mailed check,Fiber optic,0
CUST_006034,31,45,44.74,1927.36,4,Month-to-month,Electronic check,DSL,1
CUST_006035,23,9,107.85,949.85,1,Two year,Bank transfer,Fiber optic,0
CUST_006036,46,29,40.07,1363.04,4,Two year,Electronic check,Fiber optic,0
CUST_006037,57,1,41.06,57.12,2,Month-to-month,Credit card,Fiber optic,1
CUST_006038,19,11,79.95,918.97,0,Two year,Bank transfer,DSL,0
CUST_006039,57,10,42.84,367.48,1,One year,Credit card,DSL,0
CUST_006040,57,40,123.38,4903.84,1,One year,Credit card,Fiber optic,0
CUST_006041,59,81,138.22,11346.63,4,One year,Electronic check,Fiber optic,0
CUST_006042,63,14,102.58,1447.41,2,Month-to-month,Mailed check,DSL,1
CUST_006043,78,41,122.11,4999.53,3,One year,Mailed check,Fiber optic,0
CUST_006044,39,28,55.97,1567.93,2,Month-to-month,Electronic check,DSL,1
CUST_006045,46,82,133.89,11233.46,3,One year,Mailed check,DSL,0
CUST_006046,38,39,75.03,2930.08,0,One year,Mailed check,No,0
CUST_006047,45,1,87.18,4.18,2,One year,Electronic check,DSL,1
CUST_006048,67,29,46.7,1288.83,3,One year,Credit card,DSL,0
CUST_006049,24,18,99.56,1870.13,2,Two year,Electronic check,DSL,0
CUST_006050,32,0,117.21,0.0,1,Two year,Bank transfer,No,0
CUST_006051,65,6,27.36,209.22,1,Month-to-month,Electronic check,DSL,1
CUST_006052,60,61,59.88,3580.47,0,Month-to-month,Electronic check,Fiber optic,0
CUST_006053,39,62,63.36,3742.67,3,Month-to-month,Credit card,Fiber optic,0
CUST_006054,57,38,82.06,3020.14,4,Two year,Electronic check,DSL,1
CUST_006055,50,96,97.08,9322.24,0,Two year,Bank transfer,No,0
CUST_006056,67,39,120.19,4827.01,0,Month-to-month,Bank transfer,No,1
CUST_006057,46,0,67.38,91.33,5,Month-to-month,Mailed check,No,1
CUST_006058,60,8,72.45,550.26,2,One year,Electronic check,DSL,1
CUST_006059,80,0,91.7,97.22,2,One year,Electronic check,DSL,0
CUST_006060,53,2,57.2,78.72,1,Two year,Credit card,No,0
CUST_006061,45,5,57.82,142.45,1,Month-to-month,Credit card,DSL,0
CUST_006062,55,16,103.69,1661.19,3,Two year,Mailed check,Fiber optic,0
CUST_006063,39,45,120.5,5272.09,2,Month-to-month,Mailed check,Fiber optic,0
CUST_006064,80,47,44.94,2191.32,2,Month-to-month,Mailed check,Fiber optic,0
CUST_006065,47,22,45.38,1078.93,5,Month-to-month,Bank transfer,DSL,0
CUST_006066,40,63,72.81,4499.02,1,Two year,Credit card,DSL,0
CUST_006067,32,16,63.16,1025.12,3,Month-to-month,Bank transfer,Fiber optic,1
CUST_006068,61,52,75.14,3921.13,1,Month-to-month,Mailed check,DSL,1
CUST_006069,58,14,93.85,1401.12,2,Two year,Bank transfer,No,0
CUST_006070,37,7,106.31,619.69,2,One year,Electronic check,No,1
CUST_006071,53,59,68.71,4113.76,3,Two year,Credit card,DSL,0
CUST_006072,22,11,81.8,768.1,2,One year,Credit card,Fiber optic,0
CUST_006073,47,16,64.78,1114.22,4,Month-to-month,Credit card,Fiber optic,0
CUST_006074,51,9,75.08,781.97,0,Month-to-month,Electronic check,DSL,1
CUST_006075,70,26,95.08,2405.01,1,Month-to-month,Bank transfer,DSL,0
CUST_006076,33,120,169.36,20445.11,3,Month-to-month,Bank transfer,Fiber optic,1
CUST_006077,25,0,39.23,0.0,2,Month-to-month,Mailed check,No,0
CUST_006078,31,55,56.2,3200.99,1,Two year,Credit card,No,0
CUST_006079,24,0,82.72,143.85,1,Month-to-month,Bank transfer,DSL,0
CUST_006080,65,10,64.41,678.71,0,Month-to-month,Bank transfer,Fiber optic,1
CUST_006081,68,4,38.29,133.61,1,Two year,Electronic check,Fiber optic,0
CUST_006082,49,33,48.21,1622.13,1,One year,Credit card,Fiber optic,0
CUST_006083,63,1,76.39,16.02,3,One year,Bank transfer,DSL,0
CUST_006084,47,19,59.55,1393.86,3,Two year,Credit card,DSL,0
CUST_006085,43,8,123.74,931.29,4,One year,Electronic check,DSL,1
CUST_006086,40,3,62.09,318.01,3,Two year,Bank transfer,Fiber optic,1
CUST_006087,40,35,58.73,1981.38,3,One year,Bank transfer,Fiber optic,0
CUST_006088,21,5,85.38,586.61,1,One year,Electronic check,DSL,1
CUST_006089,48,6,47.43,485.79,1,One year,Electronic check,DSL,0
CUST_006090,44,7,72.91,548.96,0,One year,Bank transfer,DSL,1
CUST_006091,56,21,78.76,1682.58,3,Month-to-month,Bank transfer,Fiber optic,1
CUST_006092,46,25,77.86,1850.74,3,Month-to-month,Credit card,No,0
CUST_006093,42,0,99.61,0.0,3,Month-to-month,Bank transfer,No,0
CUST_006094,31,6,44.66,297.76,2,Month-to-month,Electronic check,No,1
CUST_006095,46,13,116.93,1665.92,1,One year,Credit card,No,0
CUST_006096,56,9,103.63,877.89,4,One year,Electronic check,Fiber optic,1
CUST_006097,27,51,78.81,4240.22,3,One year,Bank transfer,DSL,0
CUST_006098,46,37,56.56,2031.71,4,Two year,Mailed check,Fiber optic,0
CUST_006099,48,23,59.45,1390.37,5,One year,Electronic check,Fiber optic,0
CUST_006100,34,9,57.76,543.07,2,Month-to-month,Credit card,DSL,1
CUST_006101,36,28,89.69,2501.26,2,Month-to-month,Mailed check,DSL,0
CUST_006102,48,44,46.64,1847.64,2,Month-to-month,Electronic check,DSL,1
CUST_006103,27,21,121.94,2498.75,2,Two year,Mailed check,Fiber optic,0
CUST_006104,50,36,47.87,1743.19,2,One year,Bank transfer,DSL,0
CUST_006105,31,33,64.43,2116.5,2,Two year,Bank transfer,No,0
CUST_006106,60,20,40.93,882.2,1,Month-to-month,Electronic check,DSL,1
CUST_006107,80,8,49.67,473.02,2,One year,Mailed check,DSL,1
CUST_006108,32,32,119.77,3808.55,1,One year,Electronic check,No,0
CUST_006109,53,5,84.02,323.84,1,Two year,Mailed check,No,1
CUST_006110,34,36,60.73,2341.2,3,One year,Electronic check,Fiber optic,1
CUST_006111,60,39,126.68,4804.81,3,One year,Mailed check,No,0
CUST_006112,26,41,120.57,4883.89,1,Two year,Bank transfer,DSL,0
CUST_006113,52,15,102.86,1457.98,3,Two year,Electronic check,Fiber optic,1
CUST_006114,31,5,107.26,610.96,1,Month-to-month,Electronic check,Fiber optic,1
CUST_006115,41,2,82.96,297.63,1,One year,Electronic check,Fiber optic,0
CUST_006116,29,32,86.14,2739.23,1,Month-to-month,Bank transfer,Fiber optic,0
CUST_006117,57,52,83.39,4359.44,2,Two year,Mailed check,Fiber optic,0
CUST_006118,32,25,54.88,1414.79,0,Two year,Bank transfer,DSL,0
CUST_006119,53,3,77.24,412.12,5,Month-to-month,Electronic check,Fiber optic,0
CUST_006120,39,65,141.45,9016.84,4,Two year,Electronic check,DSL,0
CUST_006121,43,108,133.4,14481.43,2,One year,Mailed check,DSL,0
CUST_006122,47,13,118.46,1577.64,2,One year,Bank transfer,DSL,1
CUST_006123,33,21,66.19,1352.94,0,One year,Bank transfer,DSL,0
CUST_006124,48,36,107.51,3903.12,1,Month-to-month,Bank transfer,DSL,1
CUST_006125,67,31,100.37,3185.45,2,Two year,Bank transfer,No,0
CUST_006126,33,82,128.04,10557.87,1,Month-to-month,Electronic check,Fiber optic,1
CUST_006127,62,2,85.5,386.86,2,Two year,Bank transfer,Fiber optic,1
CUST_006128,67,20,52.17,1056.06,1,Month-to-month,Mailed check,Fiber optic,0
CUST_006129,32,28,48.36,1356.75,6,One year,Credit card,DSL,0
CUST_006130,23,52,143.86,7462.74,1,Month-to-month,Bank transfer,DSL,0
CUST_006131,49,49,49.03,2457.74,1,Month-to-month,Mailed check,DSL,1
CUST_006132,36,91,112.27,10213.7,1,Two year,Mailed check,No,0
CUST_006133,73,17,71.01,1208.46,0,One year,Bank transfer,DSL,1
CUST_006134,45,42,77.0,3235.86,2,Month-to-month,Electronic check,DSL,1
CUST_006135,32,13,104.7,1347.62,0,One year,Credit card,No,1
CUST_006136,27,13,101.04,1252.59,3,Month-to-month,Electronic check,No,1
CUST_006137,61,7,114.02,839.97,2,Month-to-month,Mailed check,DSL,1
CUST_006138,36,40,79.55,3153.45,4,One year,Mailed check,Fiber optic,1
CUST_006139,45,102,127.42,13058.0,3,Two year,Mailed check,Fiber optic,0
CUST_006140,59,7,112.73,800.19,2,Two year,Electronic check,DSL,1
CUST_006141,37,1,119.88,81.23,1,Month-to-month,Electronic check,Fiber optic,1
CUST_006142,44,40,136.93,5633.66,1,One year,Bank transfer,DSL,0
CUST_006143,44,23,103.28,2365.31,1,One year,Electronic check,No,0
CUST_006144,55,77,72.82,5669.63,0,Month-to-month,Bank transfer,DSL,0
CUST_006145,53,6,25.32,81.91,1,Two year,Credit card,DSL,0
CUST_006146,41,1,103.02,0.0,1,Month-to-month,Bank transfer,DSL,1
CUST_006147,45,16,112.09,1736.81,1,Month-to-month,Electronic check,DSL,1
CUST_006148,39,2,95.64,0.0,3,Month-to-month,Mailed check,DSL,1
CUST_006149,22,7,51.49,336.76,2,Two year,Bank transfer,DSL,0
CUST_006150,48,3,85.48,403.31,2,One year,Credit card,Fiber optic,0
CUST_006151,73,6,54.62,237.22,4,Month-to-month,Bank transfer,DSL,1
CUST_006152,31,2,66.06,0.0,4,Month-to-month,Electronic check,No,0
CUST_006153,33,73,94.74,7066.3,2,Month-to-month,Electronic check,DSL,1
CUST_006154,31,7,114.86,756.51,1,Month-to-month,Bank transfer,DSL,1
CUST_006155,55,14,50.42,704.25,1,Two year,Bank transfer,DSL,0
CUST_006156,51,54,104.76,5735.93,1,Two year,Mailed check,Fiber optic,0
CUST_006157,42,27,69.6,1931.47,3,Two year,Electronic check,Fiber optic,1
CUST_006158,31,23,97.81,2324.61,0,Month-to-month,Bank transfer,Fiber optic,1
CUST_006159,46,29,90.96,2727.78,2,One year,Mailed check,No,0
CUST_006160,21,42,133.4,5428.09,0,Month-to-month,Electronic check,Fiber optic,1
CUST_006161,47,50,55.16,2616.63,2,Month-to-month,Bank transfer,DSL,1
CUST_006162,58,24,54.06,1414.65,1,Two year,Electronic check,DSL,0
CUST_006163,26,52,122.63,6298.84,6,Month-to-month,Bank transfer,DSL,1
CUST_006164,22,18,65.88,1118.55,2,Month-to-month,Bank transfer,No,0
CUST_006165,68,7,40.08,154.26,2,Month-to-month,Electronic check,Fiber optic,1
CUST_006166,35,50,95.33,4726.11,2,One year,Mailed check,No,0
CUST_006167,62,18,94.21,1660.92,0,Month-to-month,Bank transfer,DSL,0
CUST_006168,42,56,52.48,2845.28,1,Month-to-month,Bank transfer,Fiber optic,1
CUST_006169,42,0,49.16,0.0,3,One year,Electronic check,Fiber optic,1
CUST_006170,51,12,106.94,1315.17,3,One year,Electronic check,DSL,1
CUST_006171,31,70,107.02,7410.95,1,One year,Bank transfer,DSL,1
CUST_006172,46,6,26.54,98.6,0,Month-to-month,Electronic check,DSL,0
CUST_006173,39,68,82.2,5370.64,2,Month-to-month,Mailed check,No,0
CUST_006174,25,73,120.41,8984.05,3,Two year,Bank transfer,Fiber optic,0
CUST_006175,50,51,65.44,3431.42,2,Month-to-month,Bank transfer,Fiber optic,0
CUST_006176,41,19,112.24,2083.06,1,Month-to-month,Electronic check,No,1
CUST_006177,42,24,99.66,2301.87,1,Month-to-month,Electronic check,DSL,1
CUST_006178,26,48,91.14,4375.71,1,Month-to-month,Mailed check,DSL,0
CUST_006179,68,35,129.06,4515.53,1,One year,Mailed check,Fiber optic,0
CUST_006180,58,23,70.68,1498.05,5,Two year,Mailed check,Fiber optic,0
CUST_006181,59,96,91.51,8529.65,2,Month-to-month,Electronic check,DSL,1
CUST_006182,40,27,99.64,2637.68,2,One year,Bank transfer,Fiber optic,0
CUST_006183,19,89,121.83,10686.49,1,Month-to-month,Mailed check,DSL,1
CUST_006184,74,1,54.02,71.16,0,Two year,Electronic check,DSL,0
CUST_006185,44,3,55.87,185.41,0,Month-to-month,Bank transfer,No,1
CUST_006186,33,14,66.82,838.17,2,Month-to-month,Bank transfer,Fiber optic,0
CUST_006187,51,11,54.61,547.29,3,Month-to-month,Electronic check,DSL,1
CUST_006188,62,36,109.02,4101.17,2,Month-to-month,Electronic check,DSL,1
CUST_006189,44,4,87.14,426.06,0,One year,Mailed check,Fiber optic,0
CUST_006190,64,89,108.58,9618.2,2,One year,Electronic check,No,1
CUST_006191,61,9,64.29,807.77,1,One year,Electronic check,Fiber optic,0
CUST_006192,28,13,63.01,699.37,3,Two year,Credit card,No,0
CUST_006193,34,7,51.85,281.66,1,Month-to-month,Electronic check,DSL,1
CUST_006194,59,20,38.57,760.34,1,One year,Electronic check,DSL,0
CUST_006195,18,1,47.32,0.0,4,Month-to-month,Electronic check,DSL,0
CUST_006196,42,3,53.62,339.89,5,One year,Credit card,DSL,0
CUST_006197,23,32,90.77,2922.9,3,Two year,Credit card,No,1
CUST_006198,37,4,99.38,318.52,1,Two year,Electronic check,DSL,0
CUST_006199,40,6,62.57,420.2,0,One year,Credit card,DSL,0
CUST_006200,39,37,132.98,4934.71,6,Two year,Electronic check,Fiber optic,0
CUST_006201,36,2,103.73,177.0,4,One year,Mailed check,Fiber optic,1
CUST_006202,28,13,124.98,1503.89,5,Two year,Mailed check,DSL,0
CUST_006203,79,0,107.62,0.0,0,Two year,Mailed check,DSL,0
CUST_006204,73,10,86.67,1085.41,2,Month-to-month,Electronic check,Fiber optic,1
CUST_006205,27,28,93.85,2492.47,1,Month-to-month,Bank transfer,No,0
CUST_006206,68,2,33.95,237.7,1,Month-to-month,Bank transfer,No,0
CUST_006207,39,52,118.24,6064.0,0,Month-to-month,Credit card,No,1
CUST_006208,46,57,108.52,6264.68,1,Month-to-month,Mailed check,No,1
CUST_006209,44,2,71.69,189.93,1,Month-to-month,Mailed check,Fiber optic,0
CUST_006210,35,112,145.33,16343.35,1,Month-to-month,Electronic check,No,0
CUST_006211,59,8,68.4,620.44,1,Month-to-month,Electronic check,DSL,1
CUST_006212,46,2,73.39,0.0,3,Month-to-month,Electronic check,DSL,1
CUST_006213,37,0,59.84,0.0,4,Two year,Bank transfer,DSL,1
CUST_006214,25,12,97.74,1036.04,1,Two year,Electronic check,Fiber optic,0
CUST_006215,31,23,119.16,2759.64,2,Two year,Mailed check,DSL,0
CUST_006216,20,9,108.58,844.93,2,Two year,Credit card,DSL,1
CUST_006217,45,43,120.1,4966.3,1,One year,Electronic check,DSL,0
CUST_006218,27,30,36.38,1067.62,2,One year,Mailed check,DSL,0
CUST_006219,41,10,116.19,940.97,2,Month-to-month,Mailed check,Fiber optic,1
CUST_006220,65,31,62.99,1978.49,2,Month-to-month,Credit card,DSL,1
CUST_006221,62,67,142.3,9408.16,0,One year,Bank transfer,No,1
CUST_006222,44,2,40.7,0.0,3,Month-to-month,Electronic check,No,1
CUST_006223,43,8,67.96,315.68,1,Month-to-month,Electronic check,Fiber optic,1
CUST_006224,73,14,101.94,1592.17,4,Month-to-month,Electronic check,Fiber optic,1
CUST_006225,52,16,92.03,1326.15,1,Month-to-month,Electronic check,DSL,0
CUST_006226,40,18,70.59,1234.26,5,Month-to-month,Electronic check,Fiber optic,1
CUST_006227,23,8,91.86,555.73,3,Two year,Electronic check,No,0
CUST_006228,50,26,87.89,2201.7,0,One year,Mailed check,DSL,0
CUST_006229,57,24,59.57,1604.95,0,Month-to-month,Credit card,No,0
CUST_006230,35,20,94.63,1922.41,3,Month-to-month,Bank transfer,DSL,0
CUST_006231,49,2,41.42,10.49,2,Month-to-month,Electronic check,DSL,1
CUST_006232,39,15,96.9,1450.07,7,Month-to-month,Bank transfer,No,1
CUST_006233,42,10,25.31,197.05,2,Month-to-month,Credit card,Fiber optic,1
CUST_006234,18,16,82.88,1316.79,3,One year,Bank transfer,DSL,0
CUST_006235,41,61,90.61,5601.4,1,One year,Mailed check,No,0
CUST_006236,59,15,57.81,834.05,1,Month-to-month,Electronic check,Fiber optic,1
CUST_006237,35,0,71.57,22.0,4,One year,Bank transfer,Fiber optic,1
CUST_006238,45,13,91.03,1207.05,0,One year,Bank transfer,DSL,0
CUST_006239,33,41,137.03,5585.67,5,Two year,Electronic check,No,1
CUST_006240,50,36,121.31,4293.44,2,One year,Electronic check,Fiber optic,1
CUST_006241,41,17,100.21,1651.14,0,One year,Bank transfer,No,0
CUST_006242,30,6,70.9,495.3,3,One year,Credit card,Fiber optic,0
CUST_006243,64,15,66.71,1078.96,6,Month-to-month,Electronic check,Fiber optic,1
CUST_006244,58,19,32.75,508.53,2,Two year,Credit card,Fiber optic,0
CUST_006245,35,120,115.91,13883.06,2,One year,Electronic check,DSL,1
CUST_006246,52,24,116.84,2728.81,4,One year,Electronic check,DSL,0
CUST_006247,53,28,72.4,2107.26,1,One year,Electronic check,DSL,0
CUST_006248,54,16,74.16,1139.42,0,Month-to-month,Electronic check,No,1
CUST_006249,19,10,52.18,741.93,3,Two year,Electronic check,DSL,0
CUST_006250,60,40,67.41,2718.32,3,Two year,Mailed check,No,0
CUST_006251,36,16,34.19,665.19,2,Month-to-month,Credit card,DSL,1
CUST_006252,39,120,141.38,16864.19,2,Month-to-month,Electronic check,Fiber optic,1
CUST_006253,80,14,71.81,1006.47,2,Month-to-month,Mailed check,Fiber optic,1
CUST_006254,49,1,81.1,142.71,2,Month-to-month,Mailed check,Fiber optic,1
CUST_006255,39,27,88.19,2277.76,2,Month-to-month,Credit card,No,0
CUST_006256,18,1,100.38,102.42,1,Two year,Electronic check,Fiber optic,0
CUST_006257,65,6,98.1,693.79,2,One year,Mailed check,DSL,1
CUST_006258,24,10,102.15,988.71,3,One year,Electronic check,DSL,0
CUST_006259,29,32,85.92,2664.39,1,Two year,Credit card,DSL,0
CUST_006260,40,16,63.39,1194.51,4,One year,Bank transfer,DSL,1
CUST_006261,66,0,113.34,0.0,2,Month-to-month,Mailed check,DSL,1
CUST_006262,56,23,36.93,864.91,2,Month-to-month,Electronic check,No,1
CUST_006263,42,12,41.26,424.32,1,Month-to-month,Electronic check,Fiber optic,1
CUST_006264,49,61,92.46,5546.37,1,Month-to-month,Bank transfer,Fiber optic,1
CUST_006265,35,16,89.4,1504.5,3,Two year,Mailed check,DSL,0
CUST_006266,47,29,35.32,1003.73,3,One year,Electronic check,DSL,0
CUST_006267,46,5,94.43,512.75,0,Month-to-month,Mailed check,DSL,1
CUST_006268,59,34,92.87,2932.16,1,One year,Credit card,DSL,0
CUST_006269,59,30,83.47,2554.42,0,Month-to-month,Electronic check,DSL,1
CUST_006270,52,56,90.35,4987.51,1,Month-to-month,Credit card,DSL,1
CUST_006271,39,0,71.95,0.0,1,Month-to-month,Bank transfer,No,0
CUST_006272,56,14,43.18,792.97,1,Two year,Electronic check,Fiber optic,1
CUST_006273,43,27,44.37,1258.12,2,Month-to-month,Bank transfer,DSL,0
CUST_006274,28,2,49.96,122.66,2,Two year,Bank transfer,DSL,0
CUST_006275,38,12,96.95,1288.35,4,One year,Mailed check,DSL,0
CUST_006276,46,68,112.83,7697.11,1,One year,Bank transfer,Fiber optic,0
CUST_006277,58,13,74.51,888.8,3,Two year,Electronic check,No,0
CUST_006278,42,101,127.65,12875.36,1,Month-to-month,Bank transfer,Fiber optic,1
CUST_006279,26,1,76.43,8.59,2,Two year,Bank transfer,DSL,1
CUST_006280,45,30,65.7,1921.09,2,Month-to-month,Electronic check,DSL,1
CUST_006281,46,20,39.75,669.14,2,Two year,Bank transfer,DSL,0
CUST_006282,47,16,117.68,1785.85,1,Two year,Bank transfer,Fiber optic,0
CUST_006283,58,84,121.99,10336.71,0,Two year,Electronic check,DSL,0
CUST_006284,60,3,91.27,307.03,4,Two year,Electronic check,No,0
CUST_006285,36,54,93.4,4993.28,2,Month-to-month,Mailed check,DSL,0
CUST_006286,35,28,109.65,2967.34,1,Two year,Mailed check,Fiber optic,0
CUST_006287,29,7,81.95,533.11,4,Month-to-month,Bank transfer,Fiber optic,1
CUST_006288,55,55,52.88,2740.02,1,One year,Mailed check,No,0
CUST_006289,66,13,115.51,1514.29,2,Two year,Bank transfer,Fiber optic,0
CUST_006290,40,40,70.55,2916.69,0,Month-to-month,Mailed check,DSL,1
CUST_006291,41,11,39.29,668.88,0,Month-to-month,Electronic check,No,1
CUST_006292,67,45,51.3,2198.36,0,Two year,Bank transfer,DSL,0
CUST_006293,52,24,104.04,2587.44,4,Month-to-month,Credit card,Fiber optic,0
CUST_006294,51,3,91.9,204.97,2,Month-to-month,Mailed check,DSL,1
CUST_006295,27,25,102.52,2450.06,3,One year,Bank transfer,DSL,0
CUST_006296,55,5,114.08,457.49,4,Two year,Bank transfer,Fiber optic,0
CUST_006297,31,12,60.89,744.81,2,Two year,Mailed check,Fiber optic,1
CUST_006298,27,4,78.11,219.37,3,One year,Electronic check,DSL,0
CUST_006299,39,0,81.95,0.0,1,One year,Credit card,Fiber optic,1
CUST_006300,36,5,120.45,558.2,1,Two year,Bank transfer,DSL,0
CUST_006301,41,18,60.23,1010.23,3,Month-to-month,Credit card,Fiber optic,0
CUST_006302,23,15,123.13,1765.74,6,One year,Bank transfer,Fiber optic,0
CUST_006303,59,16,42.87,443.06,2,Month-to-month,Electronic check,DSL,1
CUST_006304,61,6,99.4,605.1,5,Two year,Mailed check,Fiber optic,0
CUST_006305,18,27,96.79,2620.06,2,One year,Electronic check,Fiber optic,1
CUST_006306,59,29,116.19,3289.76,3,One year,Electronic check,No,1
CUST_006307,32,10,27.87,314.72,3,Month-to-month,Bank transfer,Fiber optic,0
CUST_006308,57,51,53.31,2858.66,1,One year,Mailed check,Fiber optic,0
CUST_006309,43,24,38.97,937.63,2,Month-to-month,Electronic check,Fiber optic,0
CUST_006310,45,29,93.8,2853.11,3,Month-to-month,Mailed check,Fiber optic,1
CUST_006311,42,7,83.79,810.37,2,Two year,Credit card,Fiber optic,0
CUST_006312,63,0,110.61,253.05,1,Two year,Electronic check,DSL,0
CUST_006313,26,48,90.76,4237.67,0,Month-to-month,Mailed check,No,0
CUST_006314,54,41,47.3,1821.19,2,Month-to-month,Mailed check,Fiber optic,1
CUST_006315,61,3,42.45,82.92,2,Month-to-month,Electronic check,DSL,1
CUST_006316,55,11,26.31,302.25,2,One year,Credit card,Fiber optic,0
CUST_006317,79,25,110.17,2912.95,6,Month-to-month,Bank transfer,Fiber optic,0
CUST_006318,37,25,114.06,2914.22,1,One year,Electronic check,DSL,0
CUST_006319,59,47,143.29,6614.49,2,Month-to-month,Mailed check,Fiber optic,0
CUST_006320,43,3,62.72,126.99,4,Month-to-month,Mailed check,No,1
CUST_006321,63,13,28.43,365.39,2,One year,Electronic check,No,1
CUST_006322,44,2,44.47,0.0,2,Two year,Electronic check,DSL,0
CUST_006323,39,11,84.28,928.41,1,Two year,Mailed check,Fiber optic,0
CUST_006324,64,0,116.19,0.0,4,One year,Electronic check,Fiber optic,1
CUST_006325,37,54,57.36,2932.25,1,Month-to-month,Electronic check,Fiber optic,0
CUST_006326,23,17,40.66,596.48,0,Month-to-month,Mailed check,Fiber optic,0
CUST_006327,37,45,112.68,5111.52,3,One year,Mailed check,No,1
CUST_006328,54,1,87.22,127.63,2,Month-to-month,Electronic check,Fiber optic,1
CUST_006329,65,6,48.05,297.97,0,Month-to-month,Bank transfer,No,0
CUST_006330,46,7,104.81,832.86,2,Two year,Electronic check,Fiber optic,1
CUST_006331,64,11,38.38,510.71,4,Month-to-month,Electronic check,DSL,1
CUST_006332,24,38,131.57,5020.26,1,Two year,Electronic check,Fiber optic,1
CUST_006333,38,11,45.6,508.27,1,Month-to-month,Bank transfer,DSL,0
CUST_006334,40,5,30.64,166.13,0,Month-to-month,Bank transfer,Fiber optic,0
CUST_006335,43,1,54.45,39.69,2,One year,Electronic check,Fiber optic,0
CUST_006336,46,1,39.28,0.0,1,Month-to-month,Mailed check,Fiber optic,1
CUST_006337,55,34,89.69,3163.15,2,Two year,Bank transfer,Fiber optic,0
CUST_006338,38,14,95.68,1379.34,3,One year,Electronic check,Fiber optic,1
CUST_006339,47,31,84.59,2500.72,4,One year,Bank transfer,DSL,0
CUST_006340,44,27,99.56,2830.92,4,One year,Electronic check,No,1
CUST_006341,31,3,57.99,114.98,5,Two year,Electronic check,No,1
CUST_006342,43,3,24.29,62.1,3,Two year,Bank transfer,No,0
CUST_006343,42,33,133.91,4521.27,0,Month-to-month,Bank transfer,DSL,1
CUST_006344,42,30,116.94,3530.25,2,Two year,Mailed check,DSL,0
CUST_006345,45,11,32.84,494.8,2,One year,Bank transfer,DSL,0
CUST_006346,46,1,65.42,30.21,1,One year,Electronic check,No,0
CUST_006347,38,0,83.5,169.12,2,Month-to-month,Electronic check,Fiber optic,1
CUST_006348,64,8,43.06,266.7,4,Month-to-month,Credit card,DSL,0
CUST_006349,27,0,77.8,131.76,3,One year,Electronic check,Fiber optic,0
CUST_006350,34,6,76.36,231.68,0,Month-to-month,Bank transfer,Fiber optic,0
CUST_006351,80,13,47.33,505.23,2,Month-to-month,Credit card,Fiber optic,0
CUST_006352,29,3,35.62,136.66,0,Month-to-month,Electronic check,DSL,1
CUST_006353,24,2,96.9,153.75,1,Month-to-month,Credit card,DSL,0
CUST_006354,56,54,79.26,4272.49,1,One year,Mailed check,Fiber optic,0
CUST_006355,18,21,54.9,1157.15,1,One year,Credit card,Fiber optic,0
CUST_006356,41,65,126.29,8089.62,0,Month-to-month,Electronic check,DSL,1
CUST_006357,77,10,98.61,874.48,1,Month-to-month,Mailed check,Fiber optic,0
CUST_006358,21,27,61.14,1674.0,0,Month-to-month,Credit card,DSL,0
CUST_006359,18,5,109.76,482.15,3,One year,Electronic check,No,1
CUST_006360,22,23,100.33,2441.58,0,One year,Electronic check,Fiber optic,0
CUST_006361,58,3,56.08,149.03,1,Month-to-month,Electronic check,No,1
CUST_006362,61,0,62.75,71.88,1,Month-to-month,Credit card,DSL,1
CUST_006363,37,64,124.67,8023.23,5,Month-to-month,Electronic check,No,1
CUST_006364,55,19,50.66,902.39,6,Two year,Electronic check,Fiber optic,0
CUST_006365,65,62,97.88,5870.28,2,Month-to-month,Bank transfer,No,0
